urban,sub_district,city,postal_code,province_code
KANDANGAN LAMA,PANYIPATAN,TANAH LAUT,70871,63
KANDANGAN UTARA,KANDANGAN,HULU SUNGAI SELATAN,71214,63
KANIBUNGAN,PULAU SEBUKU,KOTABARU,72155,63
KAONG,UPAU,TABALONG,71575,63
KAPAR,BATANG ALAI SELATAN,HULU SUNGAI TENGAH,71381,63
KAPAR,MURUNG PUDAK,TABALONG,71571,63
KAPUH,SIMPUR,HULU SUNGAI SELATAN,71261,63
KAPUL,HALONG,BALANGAN,71666,63
KARANG BINTANG,KARANG BINTANG,TANAH BUMBU,72211,63
KARANG BUAH,BELAWANG,BARITO KUALA,70563,63
KARANG BULAN,KALUMPANG (KELUMPANG),HULU SUNGAI SELATAN,71262,63
KARANG BUNGA,MANDASTANA,BARITO KUALA,70581,63
KARANG DUKUH,BELAWANG,BARITO KUALA,70563,63
KARANG INDAH,ANGSANA,TANAH BUMBU,72275,63
KARANG INDAH,MANDASTANA,BARITO KUALA,70581,63
KARANG INTAN,KARANG INTAN,BANJAR,70661,63
KARANG INTAN,KURANJI,TANAH BUMBU,72274,63
KARANG JAWA MUKA,PADANG BATUNG,HULU SUNGAI SELATAN,71281,63
KARANG JAWA,PADANG BATUNG,HULU SUNGAI SELATAN,71281,63
KARANG LIWAR,KELUMPANG HULU,KOTABARU,72162,63
KARANG MEKAR,BANJARMASIN TIMUR,BANJARMASIN,70234,63
KARANG MEKAR,MEKAR SARI,BARITO KUALA,70568,63
KARANG MULYA,KUSAN HULU,TANAH BUMBU,72272,63
KARANG PACI,KALUMPANG (KELUMPANG),HULU SUNGAI SELATAN,71262,63
KARANG PAYAU,KELUMPANG HULU,KOTABARU,72162,63
KARANG PUTIH,BINUANG,TAPIN,71183,63
KARANG REJO,JORONG,TANAH LAUT,70881,63
KARANG REJO,KARANG BINTANG,TANAH BUMBU,72211,63
KARANG SARI INDAH,KUSAN HULU,TANAH BUMBU,72272,63
KARANG SARI INDAH,PULAU LAUT TIMUR,KOTABARU,72152,63
KARANG TARUNA,PELAIHARI,TANAH LAUT,70812,63
KARANGAN PUTIH,KELUA (KLUA),TABALONG,71552,63
KARASIKAN,SUNGAI RAYA,HULU SUNGAI SELATAN,71271,63
KARATUNGAN,LIMPASU,HULU SUNGAI TENGAH,71391,63
KARAU,LIMPASU,HULU SUNGAI TENGAH,71391,63
KARIAS DALAM,BANJANG,HULU SUNGAI UTARA,71416,63
KARUH,BATU MANDI,BALANGAN,71663,63
KARYA BARU,BARAMBAI,BARITO KUALA,70562,63
KARYA BARU,TABUNGANEN,BARITO KUALA,70567,63
KARYA BHAKTI,KUSAN HILIR,TANAH BUMBU,72273,63
KARYA INDAH,TABUKAN,BARITO KUALA,70553,63
KARYA JADI,TABUKAN,BARITO KUALA,70553,63
KARYA MAJU,MARABAHAN,BARITO KUALA,70513,63
KARYA MAKMUR,SIMPANG EMPAT,BANJAR,70673,63
KARYA MAKMUR,TABUKAN,BARITO KUALA,70553,63
KARYA,HALONG,BALANGAN,71666,63
KASAI,BATU MANDI,BALANGAN,71663,63
KASARANGAN,LABUAN AMAS UTARA,HULU SUNGAI TENGAH,71362,63
KASIAU RAYA,MURUNG PUDAK,TABALONG,71571,63
KASIAU,MURUNG PUDAK,TABALONG,71571,63
KAYAKAH,AMUNTAI SELATAN,HULU SUNGAI UTARA,71452,63
KAYU ABANG,ANGKINANG,HULU SUNGAI SELATAN,71291,63
KAYU ABANG,TAMBANG ULANG,TANAH LAUT,70854,63
KAYU BAWANG,BARABAI,HULU SUNGAI TENGAH,71315,63
KAYU BAWANG,GAMBUT,BANJAR,70652,63
KAYU RABAH,PANDAWAN,HULU SUNGAI TENGAH,71352,63
KEBUN BUNGA,BANJARMASIN TIMUR,BANJARMASIN,70235,63
KEBUN RAYA,KINTAP,TANAH LAUT,70883,63
KEBUN SARI,AMUNTAI TENGAH,HULU SUNGAI UTARA,71419,63
KEDONDONG,AWAYAN,BALANGAN,71664,63
KELADAN BARU,GAMBUT,BANJAR,70652,63
KELAMPAIAN ILIR,ASTAMBUL,BANJAR,70671,63
KELAYAN BARAT,BANJARMASIN SELATAN,BANJARMASIN,70241,63
KELAYAN DALAM,BANJARMASIN SELATAN,BANJARMASIN,70242,63
KELAYAN LUAR,BANJARMASIN TENGAH,BANJARMASIN,70241,63
KELAYAN SELATAN,BANJARMASIN SELATAN,BANJARMASIN,70246,63
KELAYAN TENGAH,BANJARMASIN SELATAN,BANJARMASIN,70242,63
KELAYAN TIMUR,BANJARMASIN SELATAN,BANJARMASIN,70247,63
KELILING BENTENG ILIR,SEI / SUNGAI TABUK,BANJAR,70653,63
KELILING BENTENG TENGAH,MARTAPURA BARAT,BANJAR,70618,63
KELILING BENTENG ULU,MARTAPURA BARAT,BANJAR,70618,63
KEMBANG KUNING,AMUNTAI TENGAH,HULU SUNGAI UTARA,71419,63
KEMBANGKUNING,HARUAI,TABALONG,71572,63
KEMUNING,BANJAR BARU SELATAN,BANJARBARU,70714,63
KEPAYANG,TAPIN TENGAH,TAPIN,71161,63
KERAMAT BARU,MARTAPURA TIMUR,BANJAR,70617,63
KERAMAT MINA,SIMPANG EMPAT,BANJAR,70673,63
KERAMAT,AMUNTAI SELATAN,HULU SUNGAI UTARA,71452,63
KERAMAT,MARTAPURA TIMUR,BANJAR,70617,63
KERAMAT,TAPIN UTARA,TAPIN,71114,63
KERAMAT / KARAMAT,HAUR GADING,HULU SUNGAI UTARA,71471,63
KERATON,MARTAPURA KOTA,BANJAR,70611,63
KERAYAAN UTARA (ROSONG RAYA),PULAU LAUT KEPULAUAN,KOTABARU,72154,63
KERSIK PUTIH,BATULICIN,TANAH BUMBU,72215,63
KERTA BUANA,SUNGAI LOBAN,TANAH BUMBU,72274,63
KERTAK BARU ILIR,BANJARMASIN TENGAH,BANJARMASIN,70111,63
