urban,sub_district,city,postal_code,province_code
BOBOS,LEGONKULON,SUBANG,41254,32
BODAS,TUKDANA,INDRAMAYU,45272,32
BODE LOR,PLUMBON,CIREBON,45155,32
BODESARI,PLUMBON,CIREBON,45155,32
BOGOR,SUKRA,INDRAMAYU,45257,32
BOJONEGARA,TAMBAKDAHAN,SUBANG,41253,32
BOJONG BARAT,BOJONG,PURWAKARTA,41164,32
BOJONG BARU,BOJONGGEDE,BOGOR,16920,32
BOJONG GALING,BANTARGADUNG,SUKABUMI,43363,32
BOJONG GALING / GALIH,BOJONG GENTENG,SUKABUMI,43353,32
BOJONG GEDE,BOJONGGEDE,BOGOR,16922,32
BOJONG GENTENG,BOJONG GENTENG,SUKABUMI,43353,32
BOJONG GENTENG,JAMPANG KULON,SUKABUMI,43178,32
BOJONG INDAH,PARUNG,BOGOR,16330,32
BOJONG JAYA,PUSAKAJAYA,SUBANG,41255,32
BOJONG JENGKOL,CIAMPEA,BOGOR,16620,32
BOJONG JENGKOL,JAMPANG TENGAH,SUKABUMI,43171,32
BOJONG KIDUL,PAMEUNGPEUK,GARUT,44175,32
BOJONG KOKOSAN,PARUNG KUDA,SUKABUMI,43357,32
BOJONG KONENG,BABAKAN MADANG,BOGOR,16810,32
BOJONG KULON,SUSUKAN,CIREBON,45166,32
BOJONG KULUR,GUNUNG PUTRI,BOGOR,16969,32
BOJONG LOR,JAMBLANG,CIREBON,45156,32
BOJONG MENTENG,RAWALUMBU,BEKASI,17117,32
BOJONG MURNI,CIAWI,BOGOR,16720,32
BOJONG NANGKA,GUNUNG PUTRI,BOGOR,16963,32
BOJONG PONDOK TERONG,CIPAYUNG,DEPOK,16436,32
BOJONG RANGKAS,CIAMPEA,BOGOR,16620,32
BOJONG RAWALUMBU,RAWALUMBU,BEKASI,17116,32
BOJONG SARI (LAMA),BOJONGSARI,DEPOK,16516,32
BOJONG SARI BARU,BOJONGSARI,DEPOK,16516,32
BOJONG SEMPU,PARUNG,BOGOR,16330,32
BOJONG TIMUR,BOJONG,PURWAKARTA,41164,32
BOJONG TUGU,CURUGKEMBAR,SUKABUMI,43182,32
BOJONG WETAN,JAMBLANG,CIREBON,45156,32
BOJONG,BANJARWANGI,GARUT,44172,32
BOJONG,BUNGBULANG,GARUT,44165,32
BOJONG,CIKEMBAR,SUKABUMI,43157,32
BOJONG,CILIMUS,KUNINGAN,45556,32
BOJONG,KALI BUNDER,SUKABUMI,43185,32
BOJONG,KARANGTENGAH,CIANJUR,43281,32
BOJONG,KEMANG,BOGOR,16310,32
BOJONG,KLAPA NUNGGAL (KELAPA NUNGGAL),BOGOR,16710,32
BOJONG,KRAMAT MULYA,KUNINGAN,45553,32
BOJONG,LANGKAPLANCAR,PANGANDARAN,46391,32
BOJONG,MAJALAYA,BANDUNG,40382,32
BOJONG,NAGREG,BANDUNG,40215,32
BOJONG,PAMEUNGPEUK,GARUT,44175,32
BOJONG,PARIGI,PANGANDARAN,46393,32
BOJONG,RONGGA,BANDUNG BARAT,40566,32
BOJONG,TENJO,BOGOR,16370,32
BOJONGASIH,BOJONGASIH,TASIKMALAYA,46475,32
BOJONGASIH,PARAKAN SALAK,SUKABUMI,43355,32
BOJONGCIDERES,DAWUAN,MAJALENGKA,45453,32
BOJONGEMAS,SOLOKAN JERUK,BANDUNG,40376,32
BOJONGGAMBIR,BOJONGGAMBIR,TASIKMALAYA,46475,32
BOJONGGAOK,JAMANIS,TASIKMALAYA,46175,32
BOJONGGEBANG,BABAKAN,CIREBON,45191,32
BOJONGGEDANG,RANCAH,CIAMIS,46387,32
BOJONGHALEUANG,SAGULING,BANDUNG BARAT,40561,32
BOJONGHERANG,CIANJUR,CIANJUR,43216,32
BOJONGKALONG,NYALINDUNG,SUKABUMI,43196,32
BOJONGKANTONG,LANGENSARI,BANJAR,46325,32
BOJONGKAPOL,BOJONGGAMBIR,TASIKMALAYA,46475,32
BOJONGKASIH,KADUPANDAK,CIANJUR,43268,32
BOJONGKASO,AGRABINTA,CIANJUR,43273,32
BOJONGKEDING,TAMBAKDAHAN,SUBANG,41253,32
BOJONGKEMBAR,CIKEMBAR,SUKABUMI,43157,32
BOJONGKERTA,BOGOR SELATAN - KOTA,BOGOR,16139,32
BOJONGKERTA,WARUNG KIARA,SUKABUMI,43362,32
BOJONGKONDANG,LANGKAPLANCAR,PANGANDARAN,46391,32
BOJONGKONENG,NGAMPRAH,BANDUNG BARAT,40552,32
BOJONGKUNCI,PAMEUNGPEUK,BANDUNG,40376,32
BOJONGLARANG,CIJATI,CIANJUR,43284,32
BOJONGLOA,BUAHDUA,SUMEDANG,45392,32
BOJONGLOA,KASOMALANG,SUBANG,41283,32
BOJONGLOA,RANCAEKEK,BANDUNG,40394,32
BOJONGLONGOK,PARAKAN SALAK,SUKABUMI,43355,32
BOJONGMALAKA,BALEENDAH,BANDUNG,40375,32
BOJONGMALANG,CIMARAGAS,CIAMIS,46381,32
BOJONGMANGGU,BOJONGMANGU,BEKASI,17352,32
BOJONGMANGGU,PAMEUNGPEUK,BANDUNG,40376,32
BOJONGMEKAR,CIPEUNDEUY,BANDUNG BARAT,40558,32
BOJONGMENGGER,CIJEUNGJING,CIAMIS,46271,32
BOJONGNEGARA,CILEDUG,CIREBON,45188,32
BOJONGPETIR,TANGGEUNG,CIANJUR,43267,32
BOJONGPICUNG,BOJONGPICUNG,CIANJUR,43283,32
BOJONGRAHARJA,CIKEMBAR,SUKABUMI,43157,32
BOJONGSALAM,RANCAEKEK,BANDUNG,40394,32
BOJONGSALAM,RONGGA,BANDUNG BARAT,40566,32
BOJONGSARI,BOJONGSOANG,BANDUNG,40288,32
BOJONGSARI,CULAMEGA,TASIKMALAYA,46188,32
BOJONGSARI,GUNUNG TANJUNG,TASIKMALAYA,46418,32
BOJONGSARI,INDRAMAYU,INDRAMAYU,45214,32
BOJONGSARI,JAMPANG KULON,SUKABUMI,43178,32
BOJONGSARI,KEDUNG WARINGIN,BEKASI,17540,32
BOJONGSARI,NYALINDUNG,SUKABUMI,43196,32
BOJONGSARI,PADAHERANG,PANGANDARAN,46384,32
BOJONGSARI,TIRTAMULYA,KARAWANG,41372,32
BOJONGSAWAH,KEBONPEDES,SUKABUMI,43194,32
BOJONGSLAWI,LOHBENER,INDRAMAYU,45252,32
BOJONGSOANG,BOJONGSOANG,BANDUNG,40288,32
BOJONGTENGAH,PUSAKAJAYA,SUBANG,41255,32
BOJONGTIPAR,JAMPANG TENGAH,SUKABUMI,43171,32
BOLANG,TIRTAJAYA,KARAWANG,41357,32
BONANG,PANYINGKIRAN,MAJALENGKA,45459,32
BONDAN,SUKAGUMIWANG,INDRAMAYU,45274,32
BONDONGAN,BOGOR SELATAN - KOTA,BOGOR,16131,32
BONGAS KULON,SUMBERJAYA,MAJALENGKA,45455,32
BONGAS WETAN,SUMBERJAYA,MAJALENGKA,45455,32
BONGAS,BONGAS,INDRAMAYU,45255,32
BONGAS,CILILIN,BANDUNG BARAT,40562,32
BONGAS,PAMANUKAN,SUBANG,41254,32
BONGKOK,PASEH,SUMEDANG,45381,32
BOREGAH INDAH,CIMANGGU,SUKABUMI,43178,32
BOROGOJOL,LEMAHSUGIH,MAJALENGKA,45465,32
BOROS,TANJUNGKERTA,SUMEDANG,45354,32
BRAGA,SUMUR BANDUNG,BANDUNG,40111,32
BRINGIN,CIWARINGIN,CIREBON,45167,32
BRONDONG,PASEKAN,INDRAMAYU,45219,32
BUAHBATU,BOJONGSOANG,BANDUNG,40287,32
BUAHDUA,BUAHDUA,SUMEDANG,45392,32
BUAHKAPAS,SINDANGWANGI,MAJALENGKA,45474,32
BUANA MEKAR,CIBUGEL,SUMEDANG,45375,32
BUANAJAYA,TANJUNGSARI,BOGOR,16840,32
BUANAMEKAR,PANUMBANGAN,CIAMIS,46263,32
BUBULAK,BOGOR BARAT - KOTA,BOGOR,16115,32
BUDIASIH,SINDANGKASIH,CIAMIS,46268,32
BUDIHARJA,CILILIN,BANDUNG BARAT,40562,32
BUDIHARJA,SINDANGKASIH,CIAMIS,46268,32
BUDUR,CIWARINGIN,CIREBON,45167,32
BUGEL,CIAWI,TASIKMALAYA,46156,32
BUGEL,PATROL,INDRAMAYU,45257,32
BUGEL,TOMO,SUMEDANG,45382,32
BUGIS,ANJATAN,INDRAMAYU,45256,32
BUGISTUA,ANJATAN,INDRAMAYU,45256,32
BULAK LOR,JATIBARANG,INDRAMAYU,45273,32
BULAK,ARJAWINANGUN,CIREBON,45162,32
BULAK,JATIBARANG,INDRAMAYU,45273,32
BULAK,KANDANGHAUR,INDRAMAYU,45254,32
BUMISARI,CIKIDANG,SUKABUMI,43367,32
BUMIWANGI,CIPARAY,BANDUNG,40381,32
BUNAR,CIGUDEG,BOGOR,16660,32
BUNDER,CIDAHU,KUNINGAN,45595,32
BUNDER,JATILUHUR,PURWAKARTA,41161,32
BUNDER,SUSUKAN,CIREBON,45166,32
BUNDER,WIDASARI,INDRAMAYU,45271,32
BUNGBANGSARI,TAKOKAK,CIANJUR,43265,32
BUNGBULANG,BUNGBULANG,GARUT,44165,32
BUNGKO LOR,KAPETAKAN,CIREBON,45152,32
BUNGKO,KAPETAKAN,CIREBON,45152,32
BUNGUR RAYA,LANGKAPLANCAR,PANGANDARAN,46391,32
BUNGURBERES,CILEBAK,KUNINGAN,45585,32
BUNGURJAYA,PONDOKSALAM,PURWAKARTA,41115,32
BUNGURSARI,BUNGURSARI,PURWAKARTA,41181,32
BUNGURSARI,BUNGURSARI,TASIKMALAYA,46151,32
BUNI BAKTI,BABELAN,BEKASI,17610,32
BUNIARA,TANJUNGSIANG,SUBANG,41284,32
BUNIASIH,KADIPATEN,TASIKMALAYA,46156,32
BUNIASIH,MALEBER,KUNINGAN,45575,32
BUNIASIH,TEGAL BULEUD,SUKABUMI,43186,32
BUNIGEULIS,CIGANDAMEKAR,KUNINGAN,45556,32
BUNIGEULIS,HANTARA,KUNINGAN,45564,32
BUNIHAYU,JALANCAGAK,SUBANG,41281,32
BUNIJAYA,GUNUNGHALU,BANDUNG BARAT,40565,32
BUNIJAYA,PAGELARAN,CIANJUR,43266,32
BUNIKASIH,WARUNGKONDANG,CIANJUR,43261,32
BUNINAGARA,KUTAWARINGIN,BANDUNG,40911,32
BUNINAGARA,MALAUSMA,MAJALENGKA,45464,32
BUNINAGARA,SINDANGKERTA,BANDUNG BARAT,40563,32
BUNISARI,AGRABINTA,CIANJUR,43273,32
BUNISARI,CIGUGUR,PANGANDARAN,46392,32
BUNISARI,MALANGBONG,GARUT,44188,32
BUNISARI,WARUNGKONDANG,CIANJUR,43261,32
BUNISEURI,CIPAKU,CIAMIS,46252,32
BUNIWANGI,GEGER BITUNG,SUKABUMI,43197,32
BUNIWANGI,PAGELARAN,CIANJUR,43266,32
BUNIWANGI,PALASAH,MAJALENGKA,45475,32
BUNIWANGI,PELABUHAN / PALABUHAN RATU,SUKABUMI,43364,32
BUNIWANGI,SURADE,SUKABUMI,43179,32
BUNTER,SUKADANA,CIAMIS,46272,32
BUNTET,ASTANAJAPURA,CIREBON,45181,32
BUNTU,LIGUNG,MAJALENGKA,45456,32
BURANGKENG,SETU,BEKASI,17320,32
BURANGRANG,LENGKONG,BANDUNG,40262,32
BURUJUL KULON,JATIWANGI,MAJALENGKA,45454,32
BURUJUL WETAN,JATIWANGI,MAJALENGKA,45454,32
BURUJULJAYA,PARUNGPONTENG,TASIKMALAYA,46185,32
BUYUT,GUNUNG JATI (CIREBON UTARA),CIREBON,45151,32
CACABAN,CONGGEANG,SUMEDANG,45391,32
CADANGPINGGAN,SUKAGUMIWANG,INDRAMAYU,45274,32
CADAS NGAMPAR,SUKARAJA,BOGOR,16710,32
CADASKERTAJAYA,TALAGASARI,KARAWANG,41381,32
CADASMEKAR,TEGAL WARU,PURWAKARTA,41165,32
CADASSARI,TEGAL WARU,PURWAKARTA,41165,32
CAGEUR,DARMA,KUNINGAN,45562,32
CALINGCING,SUKAHENING,TASIKMALAYA,46155,32
CALINGCING,TEGAL BULEUD,SUKABUMI,43186,32
CAMPAGA,TALAGA,MAJALENGKA,45463,32
CAMPAKA,ANDIR,BANDUNG,40184,32
CAMPAKA,CAMPAKA,CIANJUR,43263,32
CAMPAKA,CAMPAKA,PURWAKARTA,41181,32
CAMPAKA,CIGUGUR,PANGANDARAN,46392,32
CAMPAKA,MALANGBONG,GARUT,44188,32
CAMPAKAMULYA,CAMPAKA MULYA,CIANJUR,43269,32
CAMPAKAMULYA,CIMAUNG,BANDUNG,40374,32
CAMPAKASARI,BOJONGGAMBIR,TASIKMALAYA,46475,32
CAMPAKASARI,CAMPAKA,PURWAKARTA,41181,32
CAMPAKAWARNA,CAMPAKA MULYA,CIANJUR,43269,32
CANDALI,RANCA BUNGUR,BOGOR,16310,32
CANDRAJAYA,SUKAHAJI,MAJALENGKA,45471,32
CANGKINGAN,KEDOKAN BUNDER,INDRAMAYU,45283,32
CANGKO,TUKDANA,INDRAMAYU,45272,32
CANGKOAK,DUKUPUNTANG,CIREBON,45652,32
CANGKORAH,BATUJAJAR,BANDUNG BARAT,40561,32
CANGKRING,CANTIGI,INDRAMAYU,45258,32
CANGKRING,PLERED,CIREBON,45154,32
CANGKUANG KULON,DAYEUHKOLOT,BANDUNG,40239,32
CANGKUANG WETAN,DAYEUHKOLOT,BANDUNG,40238,32
CANGKUANG,BABAKAN,CIREBON,45191,32
CANGKUANG,CANGKUANG,BANDUNG,40238,32
CANGKUANG,LELES,GARUT,44119,32
CANGKUANG,RANCAEKEK,BANDUNG,40394,32
CANTIGI KULON,CANTIGI,INDRAMAYU,45258,32
CANTIGI WETAN,CANTIGI,INDRAMAYU,45258,32
CANTILAN,SELAJAMBE,KUNINGAN,45566,32
CARACAS,CILIMUS,KUNINGAN,45556,32
CARACAS,KALIJATI,SUBANG,41271,32
CARINGIN KULON,CARINGIN,SUKABUMI,43154,32
CARINGIN NUNGGAL,WALURAN,SUKABUMI,43175,32
CARINGIN WETAN,CARINGIN,SUKABUMI,43154,32
CARINGIN,BANDUNG KULON,BANDUNG,40212,32
CARINGIN,CARINGIN,BOGOR,16730,32
CARINGIN,CARINGIN,GARUT,44166,32
CARINGIN,CICURUG,SUKABUMI,43359,32
CARINGIN,CIJATI,CIANJUR,43284,32
CARINGIN,CISOLOK,SUKABUMI,43366,32
CARINGIN,GEGER BITUNG,SUKABUMI,43154,32
CARINGIN,KARANGTENGAH,GARUT,44184,32
CARIU,CARIU,BOGOR,16840,32
CARIUMULYA,TALAGASARI,KARAWANG,41381,32
CAYUR,CIKATOMAS,TASIKMALAYA,46193,32
CELAK,GUNUNGHALU,BANDUNG BARAT,40565,32
CEMARA KULON,LOSARANG,INDRAMAYU,45253,32
CEMARA,LOSARANG,INDRAMAYU,45253,32
CEMARAJAYA,CIBUAYA,KARAWANG,41356,32
CEMPAKA,PLUMBON,CIREBON,45155,32
CEMPAKA,TALUN (CIREBON SELATAN),CIREBON,45171,32
CEMPAKAMEKAR,PADALARANG,BANDUNG BARAT,40553,32
CEMPEH,LELEA,INDRAMAYU,45261,32
CEMPLANG,CIBUNGBULANG,BOGOR,16630,32
CENGAL,JAPARA,KUNINGAN,45555,32
CENGAL,MAJA,MAJALENGKA,45461,32
CENGKONG,PURWASARI,KARAWANG,41373,32
CENGKUANG,PALIMANAN,CIREBON,45161,32
CIADEG,CIGOMBONG,BOGOR,16110,32
CIAKAR,CIBEUREUM,TASIKMALAYA,46196,32
CIAKAR,CIJULANG,PANGANDARAN,46394,32
CIAKAR,CIPAKU,CIAMIS,46252,32
CIAMBAR,CIAMBAR,SUKABUMI,43356,32
CIAMIS,CIAMIS,CIAMIS,46211,32
CIAMPANAN,CINEAM,TASIKMALAYA,46198,32
CIAMPEA UDIK,CIAMPEA,BOGOR,16620,32
CIAMPEA,CIAMPEA,BOGOR,16620,32
CIANAGA,KABANDUNGAN,SUKABUMI,43368,32
CIANDAM,MANDE,CIANJUR,43292,32
CIANDUM,CIPATUJAH,TASIKMALAYA,46189,32
CIANGIR,CIBINGBIN,KUNINGAN,45587,32
CIANGSANA,GUNUNG PUTRI,BOGOR,16968,32
CIANTING UTARA,SUKATANI,PURWAKARTA,41167,32
CIANTING,SUKATANI,PURWAKARTA,41167,32
CIANTRA,CIKARANG SELATAN,BEKASI,17530,32
CIAPUS,BANJARAN,BANDUNG,40377,32
CIAPUS,CIOMAS,BOGOR,16610,32
CIARO,NAGREG,BANDUNG,40215,32
CIARUTEUN ILIR,CIBUNGBULANG,BOGOR,16630,32
CIARUTEUN UDIK,CIBUNGBULANG,BOGOR,16630,32
CIASEM GIRANG,CIASEM,SUBANG,41256,32
CIASEM HILIR,CIASEM,SUBANG,41256,32
CIASEM TENGAH,CIASEM,SUBANG,41256,32
CIASEMBARU,CIASEM,SUBANG,41256,32
CIASIH,NUSAHERANG,KUNINGAN,45563,32
CIASIHAN,PAMIJAHAN,BOGOR,16810,32
CIASMARA,PAMIJAHAN,BOGOR,16810,32
CIATER,CIATER,SUBANG,41281,32
CIATEUL,REGOL,BANDUNG,40252,32
CIAWANG,LEUWISARI,TASIKMALAYA,46464,32
CIAWI,CIAWI,BOGOR,16720,32
CIAWI,CIAWI,TASIKMALAYA,46156,32
CIAWI,KARANGNUNGGAL,TASIKMALAYA,46186,32
CIAWI,PALIMANAN,CIREBON,45161,32
CIAWI,WANAYASA,PURWAKARTA,41174,32
CIAWIASIH,SUSUKAN LEBAK,CIREBON,45185,32
CIAWIGAJAH,BEBER,CIREBON,45172,32
CIAWIGEBANG,CIAWIGEBANG,KUNINGAN,45591,32
CIAWIJAPURA,SUSUKAN LEBAK,CIREBON,45185,32
CIAWILOR,CIAWIGEBANG,KUNINGAN,45591,32
CIAWITALI,BUAHDUA,SUMEDANG,45392,32
CIBABAT,CIMAHI UTARA,CIMAHI,40513,32
CIBADAK,ASTANA ANYAR,BANDUNG,40241,32
CIBADAK,BANJARSARI,CIAMIS,46383,32
CIBADAK,CIAMPEA,BOGOR,16620,32
CIBADAK,CIBADAK,SUKABUMI,43351,32
CIBADAK,CIBEBER,CIANJUR,43262,32
CIBADAK,PABUARAN,SUKABUMI,43173,32
CIBADAK,RAWAMERTA,KARAWANG,41382,32
CIBADAK,SUKAMAKMUR,BOGOR,16830,32
CIBADAK,SUKARESMI,CIANJUR,43254,32
CIBADAK,TANAH SEREAL,BOGOR,16166,32
CIBADAK,TANJUNGSARI,BOGOR,16840,32
CIBADUNG,GUNUNG SINDUR,BOGOR,16340,32
CIBADUYUT KIDUL,BOJONGLOA KIDUL,BANDUNG,40239,32
CIBADUYUT WETAN,BOJONGLOA KIDUL,BANDUNG,40238,32
CIBADUYUT,BOJONGLOA KIDUL,BANDUNG,40236,32
CIBAHAYU,KADIPATEN,TASIKMALAYA,46156,32
CIBALANARIK,TANJUNGJAYA,TASIKMALAYA,46184,32
CIBALANDONG JAYA,CIBOGO,SUBANG,41285,32
CIBALONG,CIBALONG,TASIKMALAYA,46185,32
CIBALONGSARI,KLARI,KARAWANG,41371,32
CIBALUNG,CIJERUK,BOGOR,16740,32
CIBANGGALA,CAMPAKA MULYA,CIANJUR,43269,32
CIBANGKONG,BATUNUNGGAL,BANDUNG,40273,32
CIBANON,SUKARAJA,BOGOR,16710,32
CIBANTEN,CIJULANG,PANGANDARAN,46394,32
CIBANTENG,CIAMPEA,BOGOR,16620,32
CIBANTENG,PARUNGPONTENG,TASIKMALAYA,46185,32
CIBANTENG,SUKARESMI,CIANJUR,43254,32
CIBAREGBEG,CIBEBER,CIANJUR,43262,32
CIBAREGBEG,SAGARANTEN,SUKABUMI,43181,32
CIBARENGKOK,BOJONGPICUNG,CIANJUR,43283,32
CIBARUSAHJAYA,CIBARUSAH,BEKASI,17340,32
CIBARUSAHKOTA,CIBARUSAH,BEKASI,17340,32
CIBATOK 1,CIBUNGBULANG,BOGOR,16630,32
CIBATOK 2,CIBUNGBULANG,BOGOR,16630,32
CIBATU TIGA,CARIU,BOGOR,16840,32
CIBATU,CIBATU,GARUT,44185,32
CIBATU,CIBATU,PURWAKARTA,41181,32
CIBATU,CIKARANG SELATAN,BEKASI,17530,32
CIBATU,CIKEMBAR,SUKABUMI,43157,32
CIBATU,CISAAT,SUKABUMI,43152,32
CIBATU,KARANGNUNGGAL,TASIKMALAYA,46186,32
CIBATUIRENG,KARANGNUNGGAL,TASIKMALAYA,46186,32
CIBEBER 1,LEUWILIANG,BOGOR,16640,32
CIBEBER 2,LEUWILIANG,BOGOR,16640,32
CIBEBER,CIKALONG,TASIKMALAYA,46195,32
CIBEBER,CIMAHI SELATAN,CIMAHI,40531,32
CIBEBER,KIARAPEDES,PURWAKARTA,41175,32
CIBEBER,MANONJAYA,TASIKMALAYA,46197,32
CIBEBER,SUKAGUMIWANG,INDRAMAYU,45274,32
CIBEDUG,CIAWI,BOGOR,16720,32
CIBEDUG,RONGGA,BANDUNG BARAT,40566,32
CIBEET,IBUN,BANDUNG,40384,32
CIBENDA,CIEMAS,SUKABUMI,43177,32
CIBENDA,CIPONGKOR,BANDUNG BARAT,40564,32
CIBENDA,PARIGI,PANGANDARAN,46393,32
CIBENING,BUNGURSARI,PURWAKARTA,41181,32
CIBENING,PAMIJAHAN,BOGOR,16810,32
CIBENING,SETU,BEKASI,17320,32
CIBENTANG,CISEENG,BOGOR,16120,32
CIBENTANG,GUNUNG GURUH,SUKABUMI,43156,32
CIBENTANG,KRAMAT MULYA,KUNINGAN,45553,32
CIBENTAR,JATIWANGI,MAJALENGKA,45454,32
CIBERENG,TRISI / TERISI,INDRAMAYU,45262,32
CIBERES,PATOKBEUSI,SUBANG,41263,32
CIBERUNG,SELAJAMBE,KUNINGAN,45566,32
CIBEUNYING,CIMEUNYAN,BANDUNG,40191,32
CIBEUREUM KULON,CIMALAKA,SUMEDANG,45353,32
CIBEUREUM WETAN,CIMALAKA,SUMEDANG,45353,32
CIBEUREUM,BANJAR,BANJAR,46313,32
CIBEUREUM,CIBEUREUM,KUNINGAN,45588,32
CIBEUREUM,CILIMUS,KUNINGAN,45556,32
CIBEUREUM,CIMAHI SELATAN,CIMAHI,40535,32
CIBEUREUM,CISARUA,BOGOR,16750,32
CIBEUREUM,CUGENANG,CIANJUR,43252,32
CIBEUREUM,KERTASARI,BANDUNG,40386,32
CIBEUREUM,SUKAMANTRI,CIAMIS,46264,32
CIBEUREUM,TALAGA,MAJALENGKA,45463,32
CIBEUREUMHILIR,CIBEUREUM,SUKABUMI,43165,32
CIBEUREUYEUH,CONGGEANG,SUMEDANG,45391,32
CIBEUSI,CIATER,SUBANG,41281,32
CIBEUSI,JATINANGOR,SUMEDANG,45363,32
CIBEUTEUNG MUARA,CISEENG,BOGOR,16120,32
CIBEUTEUNG UDIK,CISEENG,BOGOR,16120,32
CIBEUTI,KAWALU,TASIKMALAYA,46182,32
CIBINGBIN,BOJONG,PURWAKARTA,41164,32
CIBINGBIN,CIBINGBIN,KUNINGAN,45587,32
CIBINONG HILIR,CILAKU,CIANJUR,43285,32
CIBINONG,CIBINONG,BOGOR,16911,32
CIBINONG,GUNUNG SINDUR,BOGOR,16340,32
CIBINONG,JATILUHUR,PURWAKARTA,41152,32
CIBINUANG,KUNINGAN,KUNINGAN,45511,32
CIBIRU HILIR,CILEUNYI,BANDUNG,40626,32
CIBIRU WETAN,CILEUNYI,BANDUNG,40625,32
CIBITUNG KULON,PAMIJAHAN,BOGOR,16810,32
CIBITUNG TENGAH,TENJOLAYA,BOGOR,16370,32
CIBITUNG WETAN,PAMIJAHAN,BOGOR,16810,32
CIBITUNG,BUAHDUA,SUMEDANG,45392,32
CIBITUNG,CIATER,SUBANG,41281,32
CIBITUNG,CIBITUNG,SUKABUMI,43172,32
CIBITUNG,RONGGA,BANDUNG BARAT,40566,32
CIBITUNG,SAGARANTEN,SUKABUMI,43181,32
CIBIUK KALER,CIBIUK,GARUT,44193,32
CIBIUK KIDUL,CIBIUK,GARUT,44193,32
CIBIUK,CIRANJANG,CIANJUR,43282,32
CIBODAS,BOJONG GENTENG,SUKABUMI,43353,32
CIBODAS,BUNGURSARI,PURWAKARTA,41181,32
CIBODAS,CIBITUNG,SUKABUMI,43172,32
CIBODAS,CIJATI,CIANJUR,43284,32
CIBODAS,CIKAJANG,GARUT,44171,32
CIBODAS,JONGGOL,BOGOR,16830,32
CIBODAS,KUTAWARINGIN,BANDUNG,40911,32
CIBODAS,LEMBANG,BANDUNG BARAT,40391,32
CIBODAS,MAJALENGKA,MAJALENGKA,45411,32
CIBODAS,PACET,CIANJUR,43253,32
CIBODAS,PASIRJAMBU,BANDUNG,40972,32
CIBODAS,PELABUHAN / PALABUHAN RATU,SUKABUMI,43364,32
CIBODAS,RUMPIN,BOGOR,16350,32
CIBODAS,SOLOKAN JERUK,BANDUNG,40376,32
CIBODAS,SUKATANI,PURWAKARTA,41167,32
CIBOGO,CIBOGO,SUBANG,41285,32
CIBOGO,DARMARAJA,SUMEDANG,45372,32
CIBOGO,LEMBANG,BANDUNG BARAT,40391,32
CIBOGO,PADAHERANG,PANGANDARAN,46384,32
CIBOGO,WALED,CIREBON,45187,32
CIBOGOGIRANG,PLERED,PURWAKARTA,41162,32
CIBOGOHILIR,PLERED,PURWAKARTA,41162,32
CIBOGOR,BOGOR TENGAH - KOTA,BOGOR,16124,32
CIBOGOR,LIGUNG,MAJALENGKA,45456,32
CIBOKOR,CIBEBER,CIANJUR,43262,32
CIBOLANG KALER,CISAAT,SUKABUMI,43152,32
CIBOLANG,GUNUNG GURUH,SUKABUMI,43156,32
CIBONGAS,PANCATENGAH,TASIKMALAYA,46194,32
CIBORELANG,JATIWANGI,MAJALENGKA,45454,32
CIBUAYA,CIBUAYA,KARAWANG,41356,32
CIBUBUAN,CONGGEANG,SUMEDANG,45391,32
CIBUGEL,CIBUGEL,SUMEDANG,45375,32
CIBUKAMANAH,CIBATU,PURWAKARTA,41181,32
CIBULAKAN,CUGENANG,CIANJUR,43252,32
CIBULAN,CIDAHU,KUNINGAN,45595,32
CIBULAN,LEMAHSUGIH,MAJALENGKA,45465,32
CIBULUH,BOGOR UTARA - KOTA,BOGOR,16151,32
CIBULUH,CIDAUN,CIANJUR,43275,32
CIBULUH,KALIPUCANG,PANGANDARAN,46397,32
CIBULUH,TANJUNGSIANG,SUBANG,41284,32
CIBULUH,UJUNGJAYA,SUMEDANG,45383,32
CIBUNAR,CIBATU,GARUT,44185,32
CIBUNAR,MALANGBONG,GARUT,44188,32
CIBUNAR,PARUNG PANJANG,BOGOR,16360,32
CIBUNAR,RANCAKALONG,SUMEDANG,45361,32
CIBUNAR,TAROGONG KIDUL,GARUT,44151,32
CIBUNARJAYA,CIAMBAR,SUKABUMI,43356,32
CIBUNGUR,BUNGURSARI,PURWAKARTA,41181,32
CIBUNGUR,PARUNGPONTENG,TASIKMALAYA,46185,32
CIBUNGUR,RANCAKALONG,SUMEDANG,45361,32
CIBUNIAN,PAMIJAHAN,BOGOR,16810,32
CIBUNIASIH,PANCATENGAH,TASIKMALAYA,46194,32
CIBUNIGEULIS,BUNGURSARI,TASIKMALAYA,46151,32
CIBUNTU,BANDUNG KULON,BANDUNG,40212,32
CIBUNTU,CIAMPEA,BOGOR,16620,32
CIBUNTU,CIBITUNG,BEKASI,17520,32
CIBUNTU,CIGANDAMEKAR,KUNINGAN,45556,32
CIBUNTU,PASAWAHAN,KUNINGAN,45559,32
CIBUNTU,SIMPENAN,SUKABUMI,43361,32
CIBUNTU,WANAYASA,PURWAKARTA,41174,32
CIBUNUT,ARGAPURA,MAJALENGKA,45462,32
CIBURAYUT,CIGOMBONG,BOGOR,16110,32
CIBURIAL,CIBINONG,CIANJUR,43271,32
CIBURIAL,CIMEUNYAN,BANDUNG,40198,32
CIBURIAL,LELES,GARUT,44152,32
